anteater, 768, 224,V,R, 810, 1080, 576, 768, 3, 4, 60.60606
aodk, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
aof, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
aof2, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
aof3, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
apb, 512, 384,V,R, 810, 1080, 768, 1024, 3, 4, 60
apb1, 512, 384,V,R, 810, 1080, 768, 1024, 3, 4, 60
apb2, 512, 384,V,R, 810, 1080, 768, 1024, 3, 4, 60
apb3, 512, 384,V,R, 810, 1080, 768, 1024, 3, 4, 60
apb4, 512, 384,V,R, 810, 1080, 768, 1024, 3, 4, 60
apb5, 512, 384,V,R, 810, 1080, 768, 1024, 3, 4, 60
apb6, 512, 384,V,R, 810, 1080, 768, 1024, 3, 4, 60
apbf, 512, 384,V,R, 810, 1080, 768, 1024, 3, 4, 60
apbg, 512, 384,V,R, 810, 1080, 768, 1024, 3, 4, 60
aponow, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4, 60.60606
apparel, 512, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
appoooh, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
aquajack, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 60
aquajckj, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 60
aquarium, 320, 256,H,R, 1440, 1080, 1364, 1024, 4, 3, 60
aquarush, 640, 480,H,R, 1440, 1080, 1280, 960, 4, 3, 60
arabfgt, 416, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
arabiamj, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
arabiamu, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
arabian, 256, 234,V,R, 810, 1080, 768, 1024, 3, 4, 60
arabiana, 256, 234,V,R, 810, 1080, 768, 1024, 3, 4, 60
arabianm, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
arbalest, 384, 224,V,R, 810, 1080, 576, 768, 3, 4, 60
arcadecl, 336, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 60
arcadia, 256, 256,V,R, 810, 1080, 768, 1024, 3, 4, 50
archriv2, 512, 480,H,R, 1440, 1080, 1280, 960, 4, 3, 30
archrivl, 512, 480,H,R, 1440, 1080, 1280, 960, 4, 3, 30
area51, 360, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 60
area51mx, 360, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 60
area88, 384, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
argus, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4, 54
arkangc, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4, 60
arkanoid, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4, 60
arkarea, 256, 192,H,R, 1440, 1080, 1280, 960, 4, 3, 60
arkatayt, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4, 60
arkatour, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4, 60
arkbl2, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4, 60
arkbl3, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4, 60
arkbloc2, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4, 60
arkblock, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4, 60
arknid2j, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4, 60
arknid2u, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4, 60
arknoid2, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4, 60
arknoidj, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4, 60
arknoidu, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4, 60
arknoiuo, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4, 60
arkretrn, 320, 232,H,R, 1440, 1080, 1236, 928, 4, 3, 60
arlingtn, 400, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 60
armedf, 320, 240,V,R, 810, 1080, 720, 960, 3, 4, 57
armora, 0, 0,H,V, 0, 0, 0, 0, 4, 3, 38
armorap, 0, 0,H,V, 0, 0, 0, 0, 4, 3, 38
armorar, 0, 0,H,V, 0, 0, 0, 0, 4, 3, 38
armorca2, 768, 224,V,R, 810, 1080, 576, 768, 3, 4, 60.60606
armorcar, 768, 224,V,R, 810, 1080, 576, 768, 3, 4, 60.60606
armwar, 384, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 59.633331
armwara, 384, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 59.633331
armwaru, 384, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 59.633331
armwrest, 256, 224,H,R, 1620, 1080, 1344, 896, 4, 6, 60
ashnojoe, 288, 208,H,R, 1440, 1080, 1386, 1040, 4, 3, 60
ashura, 320, 224,V,R, 810, 1080, 720, 960, 3, 4, 60
ashurau, 320, 224,V,R, 810, 1080, 720, 960, 3, 4, 60
aso, 288, 216,V,R, 810, 1080, 648, 864, 3, 4, 60
assault, 288, 224,V,R, 810, 1080, 648, 864, 3, 4, 60.60606
assaultj, 288, 224,V,R, 810, 1080, 648, 864, 3, 4, 60.60606
assaultp, 288, 224,V,R, 810, 1080, 648, 864, 3, 4, 60.60606
astdelu1, 0, 0,H,V, 0, 0, 0, 0, 4, 3, 60
astdelux, 0, 0,H,V, 0, 0, 0, 0, 4, 3, 60
asterix, 288, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
asterock, 0, 0,H,V, 0, 0, 0, 0, 4, 3, 60
asteroi1, 0, 0,H,V, 0, 0, 0, 0, 4, 3, 60
asteroib, 0, 0,H,V, 0, 0, 0, 0, 4, 3, 60
asteroid, 0, 0,H,V, 0, 0, 0, 0, 4, 3, 60
astinvad, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4, 60
astorm, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
astorm2p, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
astormbl, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
astrass, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
astrob, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4, 60
astrob1, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4, 60
astrob2, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4, 60
astrof, 256, 256,V,R, 810, 1080, 768, 1024, 3, 4, 60
astrof2, 256, 256,V,R, 810, 1080, 768, 1024, 3, 4, 60
astrof3, 256, 256,V,R, 810, 1080, 768, 1024, 3, 4, 60
astrofl, 256, 192,H,R, 1440, 1080, 1280, 960, 4, 3, 60
astrxeaa, 288, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
astrxeac, 288, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
astyanax, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
asuka, 320, 240,V,R, 810, 1080, 720, 960, 3, 4, 60
asurabld, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 60
asylum, 320, 240,V,R, 810, 1080, 720, 960, 3, 4, 60
atarifb, 304, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 60
atarifb1, 304, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 60
atarifb4, 304, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 60
ataxx, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 60
ataxxa, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 60
ataxxj, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 60
atehate, 384, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 60
atetckt2, 336, 240,V,R, 810, 1080, 756, 1008, 3, 4, 60
atetcktl, 336, 240,V,R, 810, 1080, 756, 1008, 3, 4, 60
atetris, 336, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 60
atetrisa, 336, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 60
atetrisb, 336, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 60
athena, 288, 216,H,R, 1440, 1080, 1440, 1080, 4, 3, 60
atlantis, 768, 224,V,R, 810, 1080, 576, 768, 3, 4, 60.60606
atlants2, 768, 224,V,R, 810, 1080, 576, 768, 3, 4, 60.60606
atomboy, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
atomicp, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
atompunk, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 60
aurail, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
auraila, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
av2mj1bb, 640, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 60
av2mj2rg, 640, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 60
avalnche, 256, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 60
avenger2, 256, 240,V,R, 810, 1080, 768, 1024, 3, 4, 60
avengers, 256, 240,V,R, 810, 1080, 768, 1024, 3, 4, 60
avengrgs, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 60
avsp, 384, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 59.633331
avspa, 384, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 59.633331
avspirit, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
avspj, 384, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 59.633331
avspu, 384, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 59.633331
aztarac, 0, 0,H,V, 0, 0, 0, 0, 4, 3, 40
azurian, 768, 224,V,R, 810, 1080, 576, 768, 3, 4, 60.60606
baddudes, 256, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 57.41
badlands, 336, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 60
bagman, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4, 60
bagmanmc, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4, 60.60606
bagmans, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4, 60
bagmans2, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4, 60
bagnard, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4, 60
bakatono, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
bakubaku, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
bakubrkr, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4, 59
bakuhatu, 640, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 60
bakutotu, 288, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
balcube, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
ballbomb, 260, 224,V,R, 810, 1080, 780, 1040, 3, 4, 60
ballbros, 384, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 60
balonfgt, 256, 240,H,R, 2880, 1080, 2560, 960, 8, 3, 60
baluba, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4, 60
bananadr, 512, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 60
bandido, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4, 60
bang, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 59.099998
bangball, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
bangbead, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
bangj, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 59.099998
bankp, 224, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
baraduka, 288, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60.60606
baraduke, 288, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60.60606
barricad, 256, 192,H,R, 1440, 1080, 1280, 960, 4, 3, 60
barrier, 0, 0,V,V, 0, 0, 0, 0, 3, 4, 38
basebal2, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 60
batcir, 384, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 59.633331
batcira, 384, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 59.633331
batcirj, 384, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 59.633331
batman, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 60
batman2, 768, 224,V,R, 810, 1080, 576, 768, 3, 4, 60.60606
batmanfr, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
batrider, 320, 240,V,R, 810, 1080, 720, 960, 3, 4, 60
batridra, 320, 240,V,R, 810, 1080, 720, 960, 3, 4, 60
batridrk, 320, 240,V,R, 810, 1080, 720, 960, 3, 4, 60
batsugun, 320, 240,V,R, 810, 1080, 720, 960, 3, 4, 60
battlan2, 240, 256,V,R, 810, 1080, 768, 1024, 3, 4, 60
battlan3, 240, 256,V,R, 810, 1080, 768, 1024, 3, 4, 60
battlane, 240, 256,V,R, 810, 1080, 768, 1024, 3, 4, 60
battlcry, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 59
battleg, 320, 240,V,R, 810, 1080, 720, 960, 3, 4, 60
battlega, 320, 240,V,R, 810, 1080, 720, 960, 3, 4, 60
battlegb, 320, 240,V,R, 810, 1080, 720, 960, 3, 4, 60
battlera, 1088, 242,H,R, 1440, 1080, 1290, 968, 4, 3, 60
battles, 288, 224,V,R, 810, 1080, 648, 864, 3, 4, 60.60606
battlex, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 56
battlntj, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4, 60
battlnts, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4, 60
battroad, 256, 256,V,R, 810, 1080, 768, 1024, 3, 4, 55
batugnsp, 320, 240,V,R, 810, 1080, 720, 960, 3, 4, 60
batwings, 256, 240,V,R, 810, 1080, 768, 1024, 3, 4, 60
bayrouta, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
bayroute, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
bayrtbl1, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
bayrtbl2, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
bbakradu, 320, 240,V,R, 810, 1080, 720, 960, 3, 4, 60
bbakraid, 320, 240,V,R, 810, 1080, 720, 960, 3, 4, 60
bballs, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
bbbxing, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
bbmanw, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 60
bbmanwj, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 60
bbonk, 256, 230,H,R, 1440, 1080, 1226, 920, 4, 3, 60
bbprot, 296, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
bbros, 384, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 60
bbusters, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
bchopper, 384, 256,H,R, 1440, 1080, 1364, 1024, 4, 3, 55
bcrusher, 240, 256,H,R, 1440, 1080, 1280, 960, 4, 3, 60
bcruzm12, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4, 60
bcstry, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 60
beaminv, 248, 216,V,R, 810, 1080, 744, 992, 4, 3, 60
beastf, 288, 224,V,R, 810, 1080, 648, 864, 3, 4, 60.60606
beastrzb, 640, 480,H,R, 1440, 1080, 1280, 960, 4, 3, 60
beastrzr, 640, 480,H,R, 1440, 1080, 1280, 960, 4, 3, 60
beathead, 336, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 60
beezer, 288, 240,V,R, 810, 1080, 648, 864, 4, 3, 60
beezer1, 288, 240,V,R, 810, 1080, 648, 864, 4, 3, 60
benberob, 256, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 60
berabohm, 288, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
beraboho, 288, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
berlwall, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
berlwalt, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
bermudaa, 400, 224,V,R, 810, 1080, 600, 800, 3, 4, 60
bermudao, 400, 224,V,R, 810, 1080, 600, 800, 3, 4, 60
bermudat, 400, 224,V,R, 810, 1080, 600, 800, 3, 4, 60
berzerk, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
berzerk1, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
bigbang, 384, 224,V,R, 810, 1080, 576, 768, 3, 4, 57
bigbucks, 288, 224,V,R, 810, 1080, 648, 864, 3, 4, 60.60606
bigevglf, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4, 60
bigkarnk, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 60
bigprowr, 256, 240,V,R, 810, 1080, 768, 1024, 3, 4, 57
bigrun, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 30
bigstrik, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
bigstrkb, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3, 60
bigtwin, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3, 60
bijokkog, 512, 224,H,R, 1272.85714285714, 1080, 1056, 896, 896, 1056, 60
