4dwarrio, 512, 224,H,R, 1440, 1080, 1196, 896, 4, 3
4enraya, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3
4enrayaa, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3
4in1, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
4in1boot, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3
600, 768, 224,V,R, 810, 1080, 576, 768, 4, 3
64street, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3
64streetj, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3
64streetja, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3
7ordi, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3
7toitsu, 384, 240,H,R, 1440, 1080, 1280, 960, 4, 3
800fath, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
88games, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
8ballact, 256, 224,V,R, 810, 1080, 768, 1024, 4, 3
8bpm, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
99lstwar, 288, 224,V,R, 810, 1080, 648, 864, 3, 4
99lstwara, 288, 224,V,R, 810, 1080, 648, 864, 3, 4
99lstwark, 288, 224,V,R, 810, 1080, 648, 864, 3, 4
abcop, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
abcopd, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
abcopj, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
abcopjd, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
abscam, 288, 224,V,R, 810, 1080, 648, 864, 3, 4
aburner, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
aburner2, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
aburner2g, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
aceattac, 320, 224,V,R, 810, 1080, 720, 960, 3, 4
aceattaca, 320, 224,V,R, 810, 1080, 720, 960, 3, 4
acitya, 288, 224,V,R, 810, 1080, 648, 864, 3, 4
acrobatm, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
actfancr, 256, 240,H,R, 1440, 1080, 1280, 960, 4, 3
actfancr1, 256, 240,H,R, 1440, 1080, 1280, 960, 4, 3
actfancrj, 256, 240,H,R, 1440, 1080, 1280, 960, 4, 3
ad2083, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
aeroboto, 248, 224,H,R, 1440, 1080, 1196, 896, 4, 3
aerofgt, 320, 224,V,R, 810, 1080, 720, 960, 3, 4
aerofgtb, 320, 224,V,R, 810, 1080, 720, 960, 3, 4
aerofgtc, 320, 224,V,R, 810, 1080, 720, 960, 3, 4
afighter, 320, 224,V,R, 810, 1080, 720, 960, 3, 4
agallet, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
agalleta, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
agalletah, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
agalletaj, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
agalletak, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
agalletat, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
agalletau, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
agalleth, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
agalletj, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
agalletk, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
agallett, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
agalletu, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
agress, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3
agressb, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3
airass, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
airattck, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
airattcka, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
airbustr, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3
airbustrb, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3
airbustrj, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3
airduel, 384, 256,V,R, 810, 1080, 576, 768, 3, 4
airduelm72, 384, 256,V,R, 810, 1080, 576, 768, 3, 4
airwolf, 288, 224,H,R, 1440, 1080, 1196, 896, 4, 3
airwolfa, 288, 224,H,R, 1440, 1080, 1196, 896, 4, 3
ajax, 304, 224,V,R, 810, 1080, 684, 912, 3, 4
ajaxj, 304, 224,V,R, 810, 1080, 684, 912, 3, 4
akumajou, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3
akumajoun, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3
alcon, 280, 240,V,R, 810, 1080, 630, 840, 3, 4
alexkidd, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
alexkidd1, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
alibaba, 288, 224,V,R, 810, 1080, 648, 864, 3, 4
alibabab, 288, 224,V,R, 810, 1080, 648, 864, 3, 4
aliencha, 448, 224,H,R, 1440, 1080, 1196, 896, 4, 3
alienchac, 448, 224,H,R, 1440, 1080, 1196, 896, 4, 3
aliens, 288, 224,H,R, 1440, 1080, 1196, 896, 4, 3
aliens2, 288, 224,H,R, 1440, 1080, 1196, 896, 4, 3
aliens3, 288, 224,H,R, 1440, 1080, 1196, 896, 4, 3
aliensa, 288, 224,H,R, 1440, 1080, 1196, 896, 4, 3
aliensec, 288, 224,H,R, 1440, 1080, 1196, 896, 4, 3
aliensj, 288, 224,H,R, 1440, 1080, 1196, 896, 4, 3
aliensj2, 288, 224,H,R, 1440, 1080, 1196, 896, 4, 3
aliensu, 288, 224,H,R, 1440, 1080, 1196, 896, 4, 3
aliensyn, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
aliensyn2, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
aliensyn3, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
aliensyn5, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
aliensyn7, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
aliensynj, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
aliensynjo, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
aligator, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3
aligatorun, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3
alinvade, 128, 128,V,R, 1080, 1080, 1024, 1024, 1, 1
alpham2, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
alpham2p, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
alphamis, 288, 216,V,R, 810, 1080, 648, 864, 3, 4
alphaxz, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
altbeast, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
altbeast2, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
altbeast4, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
altbeast5, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
altbeast5d, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
altbeast6, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
altbeastbl, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
altbeastj, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
altbeastj1, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
altbeastj3, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
altbeastj3d, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
amatelas, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
amazon, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
ambush, 256, 222,H,R, 1440, 1080, 1184, 888, 4, 3
ambushh, 256, 222,H,R, 1440, 1080, 1184, 888, 4, 3
ambushj, 256, 222,H,R, 1440, 1080, 1184, 888, 4, 3
ambushv, 256, 222,H,R, 1440, 1080, 1184, 888, 4, 3
amidar, 768, 224,V,R, 810, 1080, 576, 768, 3, 4
amidar1, 768, 224,V,R, 810, 1080, 576, 768, 3, 4
amidarb, 768, 224,V,R, 810, 1080, 576, 768, 3, 4
amidaro, 768, 224,V,R, 810, 1080, 576, 768, 3, 4
amidars, 768, 224,V,R, 810, 1080, 576, 768, 3, 4
amidaru, 768, 224,V,R, 810, 1080, 576, 768, 3, 4
amigo, 768, 224,V,R, 810, 1080, 576, 768, 3, 4
androdun, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
androidp, 256, 192,V,R, 810, 1080, 768, 1024, 3, 4
androidpo, 256, 192,V,R, 810, 1080, 768, 1024, 3, 4
angelkds, 256, 240,V,R, 810, 1080, 768, 1024, 3, 4
anteater, 768, 224,V,R, 810, 1080, 576, 768, 3, 4
anteaterg, 768, 224,V,R, 810, 1080, 576, 768, 3, 4
anteateruk, 768, 224,V,R, 810, 1080, 576, 768, 3, 4
aodk, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
aof, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
aof2, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
aof2a, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
aof3, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
aof3k, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
aponow, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
appoooh, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3
aquajack, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3
aquajackj, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3
aquajacku, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3
aquarium, 320, 256,H,R, 1440, 1080, 1364, 1024, 4, 3
aquariumj, 320, 256,H,R, 1440, 1080, 1364, 1024, 4, 3
arabian, 256, 234,V,R, 810, 1080, 768, 1024, 3, 4
arabiana, 256, 234,V,R, 810, 1080, 768, 1024, 3, 4
aracnis, 768, 224,V,R, 810, 1080, 576, 768, 3, 4
arbalest, 384, 224,V,R, 810, 1080, 576, 768, 3, 4
arcadian, 384, 224,V,R, 810, 1080, 576, 768, 3, 4
area88, 384, 224,H,R, 1440, 1080, 1196, 896, 4, 3
area88r, 384, 224,H,R, 1440, 1080, 1196, 896, 4, 3
arian, 288, 216,V,R, 810, 1080, 648, 864, 3, 4
ark1ball, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
ark1balla, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
arkangc, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
arkangc2, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
arkanoid, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
arkanoidj, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
arkanoidja, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
arkanoidjb, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
arkanoidjbl, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
arkanoidjbl2, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
arkanoidjbla, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
arkanoidu, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
arkanoiduo, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
arkarea, 256, 192,H,R, 1440, 1080, 1280, 960, 4, 3
arkatayt, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
arkatour, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
arkbloc2, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
arkblock, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
arkgcbl, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
arknoid2, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
arknoid2b, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
arknoid2j, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
arknoid2u, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
arktayt2, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
armedf, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
armedff, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
armorcar, 768, 224,V,R, 810, 1080, 576, 768, 3, 4
armorcar2, 768, 224,V,R, 810, 1080, 576, 768, 3, 4
armwar, 384, 224,H,R, 1440, 1080, 1196, 896, 4, 3
armwar1d, 384, 224,H,R, 1440, 1080, 1196, 896, 4, 3
armwara, 384, 224,H,R, 1440, 1080, 1196, 896, 4, 3
armwarar1, 384, 224,H,R, 1440, 1080, 1196, 896, 4, 3
armwarr1, 384, 224,H,R, 1440, 1080, 1196, 896, 4, 3
armwaru, 384, 224,H,R, 1440, 1080, 1196, 896, 4, 3
armwaru1, 384, 224,H,R, 1440, 1080, 1196, 896, 4, 3
armwrest, 256, 224,H,R, 1620, 1080, 1344, 896, 4, 6
ashnojoe, 288, 208,H,R, 1440, 1080, 1386, 1040, 4, 3
ashura, 320, 224,V,R, 810, 1080, 720, 960, 3, 4
ashuraj, 320, 224,V,R, 810, 1080, 720, 960, 3, 4
ashurau, 320, 224,V,R, 810, 1080, 720, 960, 3, 4
asideral, 768, 224,V,R, 810, 1080, 576, 768, 3, 4
aso, 288, 216,V,R, 810, 1080, 648, 864, 3, 4
asterix, 288, 224,H,R, 1440, 1080, 1196, 896, 4, 3
asterixaad, 288, 224,H,R, 1440, 1080, 1196, 896, 4, 3
asterixeaa, 288, 224,H,R, 1440, 1080, 1196, 896, 4, 3
asterixeac, 288, 224,H,R, 1440, 1080, 1196, 896, 4, 3
asterixj, 288, 224,H,R, 1440, 1080, 1196, 896, 4, 3
astorm, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
astorm3, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
astorm3d, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
astormj, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
astormjd, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
astormu, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
astormud, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
astrians, 768, 224,V,R, 810, 1080, 576, 768, 3, 4
astyanax, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3
asuka, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
asukaj, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
asurabld, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3
asurabus, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3
asurabusa, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3
atehate, 384, 240,H,R, 1440, 1080, 1280, 960, 4, 3
atetris, 336, 240,H,R, 1440, 1080, 1280, 960, 4, 3
atetrisa, 336, 240,H,R, 1440, 1080, 1280, 960, 4, 3
atetrisb, 336, 240,H,R, 1440, 1080, 1280, 960, 4, 3
atetrisb2, 336, 240,H,R, 1440, 1080, 1280, 960, 4, 3
atetrisc, 336, 240,V,R, 810, 1080, 756, 1008, 3, 4
atetrisc2, 336, 240,V,R, 810, 1080, 756, 1008, 3, 4
athena, 288, 216,H,R, 1440, 1080, 1440, 1080, 4, 3
atlantis, 768, 224,V,R, 810, 1080, 576, 768, 3, 4
atlantis2, 768, 224,V,R, 810, 1080, 576, 768, 3, 4
atlantisb, 768, 224,V,R, 810, 1080, 576, 768, 3, 4
atlantol, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3
atomboy, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3
atomboya, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3
atomicp, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
atompunk, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3
aurail, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
aurail1, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
aurail1d, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
aurailj, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
aurailjd, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
avefenix, 256, 208,V,R, 810, 1080, 768, 1024, 3, 4
avefenixl, 256, 208,V,R, 810, 1080, 768, 1024, 3, 4
avefenixrf, 256, 208,V,R, 810, 1080, 768, 1024, 3, 4
avengers, 256, 240,V,R, 810, 1080, 768, 1024, 3, 4
avengers2, 256, 240,V,R, 810, 1080, 768, 1024, 3, 4
avsp, 384, 224,H,R, 1440, 1080, 1196, 896, 4, 3
avspa, 384, 224,H,R, 1440, 1080, 1196, 896, 4, 3
avspd, 384, 224,H,R, 1440, 1080, 1196, 896, 4, 3
avsph, 384, 224,H,R, 1440, 1080, 1196, 896, 4, 3
avspirit, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3
avspj, 384, 224,H,R, 1440, 1080, 1196, 896, 4, 3
avspu, 384, 224,H,R, 1440, 1080, 1196, 896, 4, 3
aztarac, 0, 0,H,V, 0, 0, 0, 0, 4, 3
azurian, 768, 224,V,R, 810, 1080, 576, 768, 3, 4
b2b, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
backfire, 320, 240,H,R, 2880, 1080, 2560, 960, 8, 3
backfirt, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3
baddudes, 256, 240,H,R, 1440, 1080, 1280, 960, 4, 3
bagman, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
bagmanm2, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
bakatono, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
bakubrkr, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
ballboy, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3
ballbros, 384, 240,H,R, 1440, 1080, 1280, 960, 4, 3
bang, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3
bangbead, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
bangbedp, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
bangj, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3
bankp, 224, 224,H,R, 1440, 1080, 1196, 896, 4, 3
baraduke, 288, 224,H,R, 1440, 1080, 1196, 896, 4, 3
batcir, 384, 224,H,R, 1440, 1080, 1196, 896, 4, 3
batcira, 384, 224,H,R, 1440, 1080, 1196, 896, 4, 3
batcird, 384, 224,H,R, 1440, 1080, 1196, 896, 4, 3
batcirj, 384, 224,H,R, 1440, 1080, 1196, 896, 4, 3
batman2, 768, 224,V,R, 810, 1080, 576, 768, 3, 4
batrider, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
batriderc, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
batriderhk, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
batriderj, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
batriderja, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
batriderk, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
batridert, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
batrideru, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
batsugun, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
batsuguna, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
batsugunb, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
batsugunsp, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
battlane, 240, 256,V,R, 810, 1080, 768, 1024, 3, 4
battlane2, 240, 256,V,R, 810, 1080, 768, 1024, 3, 4
battlane3, 240, 256,V,R, 810, 1080, 768, 1024, 3, 4
battlnts, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
battlntsa, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
battlntsj, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
battroad, 256, 256,V,R, 810, 1080, 768, 1024, 3, 4
bayroute, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
bayroute1, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
bayrouted, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
bayroutej, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
bayroutejd, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
bbakraid, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
bbakraidc, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
bbakraidj, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
bbakraidja, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
bballs, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3
bballsa, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3
bbmanw, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3
bbmanwj, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3
bbmanwja, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3
bbredux, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3
bbros, 384, 240,H,R, 1440, 1080, 1280, 960, 4, 3
bbusters, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3
bbustersj, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3
bbustersu, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3
bbustersua, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3
bchopper, 384, 256,H,R, 1440, 1080, 1364, 1024, 4, 3
bcrusher, 240, 256,H,R, 1440, 1080, 1280, 960, 3, 4
bcruzm12, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
bcstry, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3
bcstrya, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3
beast, 272, 236,V,R, 810, 1080, 612, 816, 4, 3
beastfp, 288, 224,V,R, 810, 1080, 648, 864, 3, 4
berlwall, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3
berlwallk, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3
berlwallt, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3
bermudat, 400, 224,V,R, 810, 1080, 600, 800, 3, 4
bermudata, 400, 224,V,R, 810, 1080, 600, 800, 3, 4
bermudatj, 400, 224,V,R, 810, 1080, 600, 800, 3, 4
bestbest, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3
bestri, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3
bgaregga, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
bgareggabl, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
bgareggabla, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
bgareggacn, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
bgareggahk, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
bgaregganv, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
bgareggat2, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
bgareggatw, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
bgareggaz, 320, 240,V,R, 810, 1080, 720, 960, 3, 4
bigbang, 384, 224,V,R, 810, 1080, 576, 768, 3, 4
bigbucks, 288, 224,V,R, 810, 1080, 648, 864, 3, 4
bigkarnk, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3
bigstrik, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3
bigtwin, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3
bikkuric, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
billiard, 256, 224,V,R, 810, 1080, 768, 1024, 3, 4
biomtoy, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3
biomtoya, 320, 240,H,R, 1440, 1080, 1280, 960, 4, 3
bionicc, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3
bionicc1, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3
bionicc2, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3
bioniccbl, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3
bioship, 256, 224,H,R, 1440, 1080, 1196, 896, 4, 3
birdiy, 288, 224,V,R, 810, 1080, 648, 864, 3, 4
birdtry, 256, 240,V,R, 810, 1080, 768, 1024, 3, 4
bishi, 288, 224,H,R, 1440, 1080, 1196, 896, 4, 3
bjourney, 320, 224,H,R, 1440, 1080, 1196, 896, 4, 3
bjtwin, 384, 224,V,R, 810, 1080, 576, 768, 3, 4
